"filter_mode","old_start_time","new_start_time","old_clients","new_clients","delta_clients","top3_increases_total","deleted_namespaces_net_change"
"exclude","2023-06-01T00:00:00Z","2024-06-01T00:00:00Z",273,332,59,50,0
